Page,ID,Result,England,France,Italy,Germany,Austria,Turkey,Russia
1728,118434,1,0,0,1,0,0,0,0
1728,117185,1,0,1,0,0,0,0,0
1728,117588,2,0,0,0,2,2,0,0
1728,117529,1,0,0,0,0,1,0,0
1728,116460,3,0,3,0,0,3,0,3
1728,117793,2,0,2,0,0,0,0,2
1728,118515,1,0,0,0,0,1,0,0
1728,115866,1,0,0,0,0,1,0,0
1728,118169,2,0,0,0,2,0,2,0
1729,118405,1,0,0,0,0,1,0,0
1729,115146,1,0,0,0,0,0,0,1
1729,114453,3,3,0,0,0,3,3,0
1729,118023,1,0,0,0,0,0,1,0
1729,118461,1,0,0,0,0,1,0,0
1729,118415,1,0,0,0,0,1,0,0
1729,118074,1,0,0,0,0,1,0,0
1729,115929,4,0,4,4,4,4,0,0
1729,117566,1,0,0,0,0,0,0,1
1729,116919,2,0,0,2,0,0,2,0
1729,118395,1,1,0,0,0,0,0,0
1730,117781,3,3,3,0,0,0,3,0
1730,118501,4,0,4,4,0,4,0,4
1730,118315,1,1,0,0,0,0,0,0
1730,115148,2,0,2,0,0,2,0,0
1730,117831,1,0,0,0,0,0,0,1
1730,117840,1,1,0,0,0,0,0,0
1730,118233,1,1,0,0,0,0,0,0
1730,117416,3,0,0,3,0,0,3,3
1730,117768,2,0,0,0,0,0,2,2
1730,118429,1,1,0,0,0,0,0,0
1730,118076,1,0,1,0,0,0,0,0
1730,117952,1,0,0,1,0,0,0,0
1730,114308,1,0,0,0,0,0,1,0
1730,117669,3,3,0,3,0,0,3,0
1731,117604,2,2,0,0,2,0,0,0
1731,116497,2,0,0,0,0,0,2,2
1731,115850,1,0,0,0,0,0,0,1
1731,115976,1,0,0,1,0,0,0,0
1731,118248,1,0,0,1,0,0,0,0
1731,118435,1,0,0,0,0,1,0,0
1731,117972,1,0,0,0,0,1,0,0
1731,118197,1,0,1,0,0,0,0,0
1731,114130,1,0,0,0,0,1,0,0
1731,117934,1,0,0,0,0,1,0,0
1731,116565,2,0,2,0,2,0,0,0
1731,116037,2,0,0,0,0,2,0,2
1731,115465,1,1,0,0,0,0,0,0
1731,117717,1,0,0,0,0,1,0,0
1732,118150,1,1,0,0,0,0,0,0
1732,115852,4,0,4,4,0,0,4,4
1732,118166,1,0,0,0,0,0,0,1
1732,118080,1,0,1,0,0,0,0,0
1732,117130,2,0,2,0,2,0,0,0
1732,117896,1,0,0,0,0,0,1,0
1732,116813,1,0,0,0,0,1,0,0
1732,116888,1,0,0,1,0,0,0,0
1732,112901,4,0,4,4,0,4,0,4
1732,117325,3,3,3,0,3,0,0,0
1733,118067,1,0,0,0,0,0,0,1
1733,118329,1,0,0,0,0,1,0,0
1733,117288,1,1,0,0,0,0,0,0
1733,117739,2,2,0,0,2,0,0,0
1733,115412,1,0,0,0,0,1,0,0
1733,116871,4,4,4,0,0,0,4,4
1733,116765,1,0,0,0,0,0,1,0
1733,114000,3,0,3,0,3,0,3,0
1733,117495,2,0,0,0,0,0,2,2
1734,117293,1,0,0,0,0,0,1,0
1734,117568,1,0,0,1,0,0,0,0
1734,111291,1,0,0,0,1,0,0,0
1734,118193,1,0,0,0,0,1,0,0
1734,118298,1,0,0,0,0,1,0,0
1734,117829,1,0,0,0,0,1,0,0
1734,117284,1,0,0,0,0,1,0,0
1734,117337,2,2,0,0,0,0,0,2
1735,116308,1,0,0,1,0,0,0,0
1735,117565,1,0,0,0,0,1,0,0
1735,117862,1,0,1,0,0,0,0,0
1735,117090,1,0,1,0,0,0,0,0
1735,116188,1,0,0,0,1,0,0,0
1735,118333,1,0,0,0,0,1,0,0
1735,117350,1,0,0,0,0,0,1,0
1735,117578,2,2,0,0,0,0,2,0
1735,117525,2,0,0,2,2,0,0,0
1735,115885,1,0,1,0,0,0,0,0
1735,117001,1,1,0,0,0,0,0,0
1735,117526,1,0,0,0,0,0,0,1
1735,117997,1,0,0,0,1,0,0,0
1735,117056,2,0,0,0,2,0,0,2
1736,117708,1,0,0,0,0,1,0,0
1736,117393,1,0,0,0,0,0,0,1
1736,117524,4,4,0,4,4,4,0,0
1736,115657,1,1,0,0,0,0,0,0
1736,117424,2,0,0,0,0,2,2,0
1736,117700,1,0,0,1,0,0,0,0
1736,115270,2,0,2,0,0,2,0,0
1736,117122,1,0,1,0,0,0,0,0
1736,117292,1,0,0,0,0,0,1,0
1736,109626,3,0,3,0,0,0,3,3
1736,116680,1,0,0,0,1,0,0,0
1737,116093,1,0,0,0,0,0,0,1
1737,117075,3,0,3,0,0,0,3,3
1737,115572,4,4,4,4,0,4,0,0
1737,117366,1,0,0,0,0,0,0,1
1737,117877,1,1,0,0,0,0,0,0
1737,117986,1,0,0,0,1,0,0,0
1737,116273,1,0,1,0,0,0,0,0
1737,115813,1,0,0,0,0,0,1,0
1737,116524,1,0,0,1,0,0,0,0
1737,116505,3,3,3,0,0,0,0,3
1737,117867,1,0,0,0,0,0,0,1
1737,117199,4,4,4,0,4,4,0,0
1737,117800,3,0,0,3,3,3,0,0
1738,116517,3,0,3,0,0,3,3,0
1738,116686,2,0,0,0,0,2,2,0
1738,118088,3,3,3,0,0,0,0,3
1738,118277,1,0,0,0,0,1,0,0
1738,117742,6,6,6,0,6,6,6,6
1738,117155,1,0,0,0,0,0,0,1
1738,114517,1,0,0,0,0,0,1,0
1738,117497,1,0,0,1,0,0,0,0
1738,116795,1,0,0,0,0,0,1,0
1738,117241,2,0,0,0,0,0,2,2
1738,114210,2,0,0,2,0,0,2,0
1738,117611,3,3,3,0,0,0,3,0
1739,116839,3,3,3,0,0,0,3,0
1739,117602,3,3,3,3,0,0,0,0
1739,116168,1,0,0,0,0,0,0,1
1739,117509,2,2,2,0,0,0,0,0
1739,116544,3,3,0,3,0,0,0,3
1739,117191,1,0,0,0,1,0,0,0
1739,117806,1,1,0,0,0,0,0,0
1739,115211,1,1,0,0,0,0,0,0
1739,117313,1,0,0,0,0,0,0,1
1739,116466,1,0,0,0,0,0,0,1
1739,114402,1,0,0,1,0,0,0,0
1739,118159,1,0,0,0,0,1,0,0
1739,116988,3,0,0,3,3,0,3,0
1740,118149,1,1,0,0,0,0,0,0
1740,118052,1,0,0,0,0,1,0,0
1740,118099,1,0,0,0,0,1,0,0
1740,117043,1,0,0,0,0,0,1,0
1740,116832,4,4,4,0,0,0,4,4
1740,116822,1,0,0,0,0,0,0,1
1740,116860,1,0,0,0,1,0,0,0
1740,118012,1,0,0,0,0,1,0,0
1740,118107,1,0,0,0,0,1,0,0
1740,117363,1,0,0,0,0,0,0,1
1740,117974,1,0,0,0,0,0,1,0
1740,117970,1,0,0,0,0,0,1,0
1740,117894,1,1,0,0,0,0,0,0
1740,117925,1,0,0,0,0,1,0,0
1741,117352,1,0,0,0,0,1,0,0
1741,117629,1,0,0,1,0,0,0,0
1741,117726,4,4,0,0,4,0,4,4
1741,117382,1,0,0,0,0,0,1,0
1741,116551,4,0,4,0,0,4,4,4
1741,118098,1,1,0,0,0,0,0,0
1741,112922,2,0,0,0,2,0,0,2
1741,117258,1,0,1,0,0,0,0,0
1741,117240,1,0,0,0,0,0,0,1
1741,117183,5,0,5,5,5,0,5,5
1741,116697,1,1,0,0,0,0,0,0
1741,117132,2,0,0,0,0,0,2,2
1741,116643,1,1,0,0,0,0,0,0
1742,115685,2,2,0,0,0,0,2,0
1742,117594,1,0,0,1,0,0,0,0
1742,115157,3,3,3,0,3,0,0,0
1742,116533,1,0,0,1,0,0,0,0
1742,117109,3,3,3,0,0,0,0,3
1742,118106,1,0,0,0,0,1,0,0
1742,116696,3,3,3,0,3,0,0,0
1742,116434,2,0,2,0,2,0,0,0
1742,117223,1,0,0,0,0,1,0,0
1742,117989,1,0,0,0,0,0,1,0
1742,117975,1,1,0,0,0,0,0,0
1742,117011,3,0,0,3,0,3,3,0
1743,117417,1,1,0,0,0,0,0,0
1743,112148,1,0,0,0,0,0,0,1
1743,113913,1,1,0,0,0,0,0,0
1743,117280,1,0,0,1,0,0,0,0
1743,117753,1,1,0,0,0,0,0,0
1743,117902,1,1,0,0,0,0,0,0
1743,116605,3,3,3,0,0,0,0,3
1743,118022,1,0,0,0,0,0,1,0
1743,112820,2,0,0,0,2,0,2,0
1743,116334,1,0,1,0,0,0,0,0
1743,113775,1,0,0,0,0,0,1,0
1743,113515,1,0,0,0,0,0,0,1
1743,117922,1,0,0,0,0,1,0,0
1744,117723,1,0,1,0,0,0,0,0
1744,116967,1,0,0,0,0,0,1,0
1744,117368,1,0,1,0,0,0,0,0
1744,115134,1,0,1,0,0,0,0,0
1744,116058,1,0,0,0,1,0,0,0
1744,117971,1,1,0,0,0,0,0,0
1744,116950,1,0,0,0,0,0,1,0
1744,115939,1,0,0,0,1,0,0,0
1744,117420,5,5,0,5,5,5,5,0
1744,116379,1,0,0,0,0,0,0,1
1744,117790,1,0,0,0,0,1,0,0
1744,110750,4,4,4,0,0,4,4,0
1745,117903,1,1,0,0,0,0,0,0
1745,117259,1,1,0,0,0,0,0,0
1745,116901,3,0,3,0,3,0,3,0
1745,116909,3,3,0,3,0,0,0,3
1745,116731,1,0,0,1,0,0,0,0
1745,117945,1,0,0,0,0,1,0,0
1745,116648,4,4,4,0,0,0,4,4
1745,117181,5,5,0,5,5,5,5,0
1745,117979,1,1,0,0,0,0,0,0
1745,116564,1,0,0,0,0,0,0,1
1745,116437,1,0,0,1,0,0,0,0
1746,117516,4,0,0,4,4,4,0,4
1746,117067,1,1,0,0,0,0,0,0
1746,116585,3,3,0,0,0,0,3,3
1746,117486,3,0,3,0,0,0,3,3
1746,117349,3,3,3,0,0,0,0,3
1746,116912,2,0,0,0,0,2,0,2
1746,117586,1,0,0,1,0,0,0,0
1746,116229,3,0,3,3,0,0,3,0
1746,116886,3,0,3,0,0,3,0,3
1746,117904,1,0,0,0,0,0,0,1
1746,116768,1,1,0,0,0,0,0,0
1746,117838,1,0,0,0,0,0,1,0
1746,117503,4,0,0,4,4,0,4,4
1747,117843,1,0,0,0,0,1,0,0
1747,116091,1,0,0,0,0,1,0,0
1747,117270,2,2,0,0,2,0,0,0
1747,115254,3,0,3,0,0,3,3,0
1747,116488,1,0,0,0,0,0,1,0
1747,115480,1,0,0,0,0,0,0,1
1747,115420,2,0,2,0,2,0,0,0
1747,116280,1,1,0,0,0,0,0,0
1747,112614,4,4,0,0,4,4,0,4
1747,115640,1,0,0,0,0,0,1,0
1747,117734,1,1,0,0,0,0,0,0
1747,117086,1,0,0,0,0,1,0,0
1748,116056,1,1,0,0,0,0,0,0
1748,114340,1,0,0,0,0,0,0,1
1748,117770,1,1,0,0,0,0,0,0
1748,117213,1,0,0,1,0,0,0,0
1748,116881,1,0,0,0,0,1,0,0
1748,115265,3,3,0,3,0,0,3,0
1748,117605,1,0,1,0,0,0,0,0
1748,117323,4,4,0,0,4,4,4,0
1748,116730,3,0,3,0,0,0,3,3
1748,117354,4,4,4,4,0,4,0,0
1748,117830,1,1,0,0,0,0,0,0
1748,114455,1,0,0,0,0,0,1,0
1748,117570,1,0,0,1,0,0,0,0
1749,117139,1,1,0,0,0,0,0,0
1749,115652,1,0,0,0,0,0,0,1
1749,116149,1,0,0,0,0,0,0,1
1749,115051,1,0,0,0,0,0,0,1
1749,117637,1,1,0,0,0,0,0,0
1749,117244,2,0,2,2,0,0,0,0
1749,116187,3,3,3,0,0,0,3,0
1749,117286,4,4,4,0,0,4,4,0
1749,115801,1,1,0,0,0,0,0,0
1749,116684,2,0,0,0,0,2,0,2
1749,117168,3,3,3,0,0,0,3,0
1749,117242,3,0,0,0,3,0,3,3
1749,117820,1,0,0,0,0,0,1,0
1750,117872,1,1,0,0,0,0,0,0
1750,116117,1,0,0,0,0,0,0,1
1750,116703,1,0,0,0,0,1,0,0
1750,116500,4,4,4,0,4,4,0,0
1750,115781,3,0,3,3,0,0,0,3
1750,116557,1,0,0,0,0,0,0,1
1750,117873,1,0,0,0,0,1,0,0
1750,116711,2,0,0,2,0,0,2,0
1750,117172,2,0,2,0,0,2,0,0
1750,113122,3,0,0,3,3,0,3,0
1750,117657,1,0,0,0,0,0,0,1
1750,117057,1,0,0,0,0,0,1,0
1750,117158,2,0,2,0,2,0,0,0
1751,117020,1,0,0,0,0,0,0,1
1751,116209,1,0,0,0,0,0,1,0
1751,117462,1,1,0,0,0,0,0,0
1751,116441,3,3,0,0,3,3,0,0
1751,116415,2,0,0,0,0,0,2,2
1751,116595,1,0,1,0,0,0,0,0
1751,117071,1,1,0,0,0,0,0,0
1751,117686,1,1,0,0,0,0,0,0
1751,116348,1,1,0,0,0,0,0,0
1751,117577,5,5,5,0,5,5,5,0
1751,115900,1,0,0,0,0,0,1,0
1751,116219,2,0,0,0,0,2,2,0
1751,116867,1,0,0,0,0,0,1,0
1752,117133,3,3,3,0,0,0,3,0
1752,116283,1,0,0,0,0,0,1,0
1752,114684,4,0,4,4,4,0,0,4
1752,112255,4,4,0,0,4,4,4,0
1752,117078,1,0,0,0,0,0,1,0
1752,117271,1,0,0,0,0,1,0,0
1752,114456,1,0,1,0,0,0,0,0
1752,116626,1,0,1,0,0,0,0,0
1752,115874,1,0,0,0,1,0,0,0
1752,116670,3,0,3,0,0,3,3,0
1752,116329,2,0,2,0,0,0,2,0
1752,116862,1,0,0,1,0,0,0,0
1752,116429,1,0,0,0,0,0,0,1
1752,112481,2,0,2,0,0,2,0,0
1752,114540,1,0,0,0,0,0,0,1
1753,114563,3,0,3,3,3,0,0,0
1753,116861,4,4,0,0,4,4,4,0
1753,117785,1,1,0,0,0,0,0,0
1753,117805,1,1,0,0,0,0,0,0
1753,116722,2,0,0,0,0,0,2,2
1753,115757,1,0,0,0,0,0,1,0
1753,116250,1,0,0,0,0,0,0,1
1753,116597,1,0,0,0,0,1,0,0
1753,116573,1,0,1,0,0,0,0,0
1753,117778,1,1,0,0,0,0,0,0
1753,116571,1,0,0,0,0,0,1,0
1753,116905,1,0,0,0,0,0,0,1
1753,116798,1,0,0,0,0,0,1,0
1754,116788,1,1,0,0,0,0,0,0
1754,116506,1,0,0,0,0,0,1,0
1754,116449,1,0,0,0,1,0,0,0
1754,116407,2,0,0,0,2,0,0,2
1754,115584,4,0,4,4,4,0,4,0
1754,117751,6,6,6,0,6,6,6,6
1754,116900,3,0,3,0,3,0,3,0
1754,112316,3,3,3,0,0,0,3,0
1754,117178,1,1,0,0,0,0,0,0
1754,114863,4,0,4,0,4,4,4,0
1754,116313,1,0,1,0,0,0,0,0
1754,115998,1,0,0,0,1,0,0,0
1754,116647,2,0,2,0,0,0,2,0
1755,117738,1,1,0,0,0,0,0,0
1755,117074,4,0,0,4,4,4,0,4
1755,116111,2,0,0,0,0,0,2,2
1755,117294,1,0,0,0,0,0,1,0
1755,116951,1,0,0,0,0,0,1,0
1755,116298,1,0,0,0,0,0,0,1
1755,116968,1,1,0,0,0,0,0,0
1755,115799,2,0,0,0,0,2,0,2
1755,116916,1,0,0,0,0,1,0,0
1755,116412,3,3,0,0,0,0,3,3
1755,113791,1,1,0,0,0,0,0,0
1755,114979,1,0,0,0,0,0,1,0
1755,115986,3,3,3,0,0,0,3,0
1756,114989,1,0,0,0,1,0,0,0
1756,117646,1,0,0,0,0,1,0,0
1756,117031,2,0,0,0,2,2,0,0
1756,117636,3,3,0,0,3,3,0,0
1756,117137,1,0,0,0,0,0,1,0
1756,117249,1,0,1,0,0,0,0,0
1756,116333,1,0,0,0,1,0,0,0
1756,117387,1,0,0,0,0,1,0,0
1756,116530,1,0,0,0,1,0,0,0
1756,116082,3,0,3,0,0,0,3,3
1757,116484,1,0,0,0,0,0,0,1
1757,117697,1,0,0,0,0,1,0,0
1757,117598,6,6,6,0,6,6,6,6
1757,115996,1,0,0,1,0,0,0,0
1757,116290,1,0,0,0,1,0,0,0
1757,115739,1,0,0,0,0,0,0,1
1757,116424,1,0,0,0,0,1,0,0
1757,116876,1,0,0,0,0,0,0,1
1757,116688,3,3,3,0,0,0,3,0
1757,117030,1,1,0,0,0,0,0,0
1757,117233,3,0,3,3,3,0,0,0
1757,116898,3,3,3,0,0,0,3,0
1758,116618,1,0,0,0,0,0,1,0
1758,117120,1,0,0,0,0,0,0,1
1758,115916,2,0,0,2,0,2,0,0
1758,116487,1,0,0,0,1,0,0,0
1758,113866,1,0,0,0,0,0,1,0
1758,117563,2,0,0,0,0,2,2,0
1758,114114,1,0,0,0,0,0,1,0
1758,116840,1,0,1,0,0,0,0,0
1758,117340,3,3,0,0,3,3,0,0
1758,115695,1,1,0,0,0,0,0,0
1758,116797,1,0,0,0,0,0,0,1
1759,115464,4,4,0,4,0,0,4,4
1759,116064,1,0,0,0,1,0,0,0
1759,115892,3,0,0,0,3,3,3,0
1759,117622,1,0,0,0,0,1,0,0
1759,116632,3,0,3,3,0,0,0,3
1759,116023,4,4,4,0,0,4,0,4
1759,117527,1,1,0,0,0,0,0,0
1759,114920,1,0,0,0,0,1,0,0
1759,115887,1,0,1,0,0,0,0,0
1759,117685,1,0,0,0,0,1,0,0
1759,117211,4,0,4,4,4,0,4,0
1760,117418,1,1,0,0,0,0,0,0
1760,116828,1,1,0,0,0,0,0,0
1760,117512,1,0,0,0,0,0,0,1
1760,116702,4,4,4,0,0,4,4,0
1760,117256,1,1,0,0,0,0,0,0
1760,117642,1,0,0,0,0,1,0,0
1760,115770,1,0,0,0,1,0,0,0
1760,117101,3,0,3,0,3,3,0,0
1760,115960,2,0,0,0,2,0,0,2
1760,115332,2,2,2,0,0,0,0,0
1760,117066,2,0,0,0,0,0,2,2
1761,116657,3,3,3,0,0,0,3,0
1761,113792,3,3,0,3,0,0,3,0
1761,116780,1,0,0,0,0,0,0,1
1761,114502,1,0,0,0,0,0,0,1
1761,117197,1,0,0,0,0,0,1,0
1761,117332,1,0,0,0,1,0,0,0
1761,115175,2,0,2,0,2,0,0,0
1761,117112,1,0,1,0,0,0,0,0
1761,115292,1,0,0,0,1,0,0,0
1761,117022,2,0,0,2,2,0,0,0
1761,106439,1,0,0,0,0,0,0,1
1761,115228,1,0,0,1,0,0,0,0
1761,117235,1,0,1,0,0,0,0,0
1762,116663,1,0,0,0,0,0,1,0
1762,116347,2,0,0,0,0,2,2,0
1762,117140,1,1,0,0,0,0,0,0
1762,115788,1,0,0,0,1,0,0,0
1762,116739,1,1,0,0,0,0,0,0
1762,116057,3,3,0,3,0,0,0,3
1762,115246,1,1,0,0,0,0,0,0
1762,116852,1,0,1,0,0,0,0,0
1762,115967,1,1,0,0,0,0,0,0
1762,115740,4,0,4,0,4,0,4,4
1762,117448,1,1,0,0,0,0,0,0
1763,113082,1,0,1,0,0,0,0,0
1763,116202,3,3,0,0,0,3,3,0
1763,117481,1,0,0,0,0,1,0,0
1763,115983,3,0,3,3,3,0,0,0
1763,116525,1,0,0,0,0,0,0,1
1763,116624,1,0,0,0,0,0,0,1
1763,116894,1,0,0,0,0,1,0,0
1763,115373,2,2,0,0,2,0,0,0
1763,115896,1,0,0,0,0,1,0,0
1763,114393,3,3,3,0,0,3,0,0
1764,116809,3,3,3,0,3,0,0,0
1764,116830,1,0,1,0,0,0,0,0
1764,116504,1,0,0,0,1,0,0,0
1764,114400,1,0,0,0,0,0,1,0
1764,116028,1,0,0,1,0,0,0,0
1764,116194,1,0,0,0,0,0,1,0
1764,116228,1,0,1,0,0,0,0,0
1764,116410,3,0,3,3,0,0,3,0
1764,113538,1,1,0,0,0,0,0,0
1764,115804,1,0,0,0,1,0,0,0
1764,116611,1,0,1,0,0,0,0,0
1764,116475,3,3,3,0,0,0,3,0
1764,116049,4,0,4,0,0,4,4,4
1765,115199,3,0,3,3,3,0,0,0
1765,109918,4,0,0,4,4,4,4,0
1765,116344,1,0,0,0,0,1,0,0
1765,114131,1,0,0,1,0,0,0,0
1765,117105,1,1,0,0,0,0,0,0
1765,116598,4,4,4,4,0,0,0,4
1765,114287,1,0,0,0,1,0,0,0
1765,115917,2,0,2,0,0,0,2,0
1765,116729,1,0,0,0,0,1,0,0
1765,115882,3,0,3,0,0,3,0,3
1765,116371,1,0,0,0,1,0,0,0
1765,116038,6,6,6,6,6,6,0,6
1765,116515,3,0,3,0,3,3,0,0
1766,115978,1,0,0,0,0,0,0,1
1766,114547,4,4,0,4,4,0,0,4
1766,115878,2,0,2,0,2,0,0,0
1766,116059,1,0,1,0,0,0,0,0
1766,114143,3,0,3,0,0,0,3,3
1766,116706,3,3,0,0,0,3,3,0
1766,117331,1,0,0,0,0,1,0,0
1766,115828,1,0,0,0,0,0,0,1
1766,117376,1,0,0,1,0,0,0,0
1766,116656,3,0,3,0,3,0,3,0
1767,114992,1,1,0,0,0,0,0,0
1767,117275,1,1,0,0,0,0,0,0
1767,116450,3,0,3,0,3,3,0,0
1767,112964,6,6,6,6,6,0,6,6
1767,117239,1,0,0,0,0,1,0,0
1767,116368,3,0,0,3,3,0,0,3
1767,116906,2,0,0,0,2,0,2,0
1767,115988,2,0,2,0,2,0,0,0
1767,116728,1,0,0,0,0,0,0,1
1767,116492,1,1,0,0,0,0,0,0
1767,115930,3,3,3,0,0,0,3,0
1767,116825,1,0,1,0,0,0,0,0
1768,114145,1,1,0,0,0,0,0,0
1768,116514,1,0,0,0,0,0,1,0
1768,117359,1,1,0,0,0,0,0,0
1768,115251,2,0,0,0,0,2,2,0
1768,117253,1,0,0,0,0,1,0,0
1768,110024,1,0,0,0,1,0,0,0
1768,116095,3,3,3,3,0,0,0,0
1768,116302,2,0,0,0,0,2,0,2
1768,116613,1,0,0,1,0,0,0,0
1768,116859,3,0,3,0,3,3,0,0
1768,115953,1,0,0,0,0,0,0,1
1768,116777,5,5,0,5,5,0,5,5
1769,116473,1,0,0,1,0,0,0,0
1769,116619,1,0,0,0,0,1,0,0
1769,116682,1,0,1,0,0,0,0,0
1769,116370,3,3,3,0,0,0,3,0
1769,115665,2,0,2,0,2,0,0,0
1769,113806,1,0,0,0,0,1,0,0
1769,116705,1,0,1,0,0,0,0,0
1769,116691,2,0,0,0,2,2,0,0
1769,114039,1,0,0,0,0,1,0,0
1769,116374,3,0,0,0,3,0,3,3
1769,113809,1,0,0,0,0,0,1,0
1769,113030,1,0,1,0,0,0,0,0
1769,116926,1,0,0,0,0,0,0,1
1769,117247,1,0,0,0,0,1,0,0
1769,116294,1,0,0,1,0,0,0,0
1770,117254,1,0,0,0,0,1,0,0
1770,114463,1,0,0,0,0,0,0,1
1770,115734,3,0,0,3,3,0,3,0
1770,114337,1,0,0,0,0,1,0,0
1770,115501,1,0,0,0,1,0,0,0
1770,115934,1,0,0,0,0,0,0,1
1770,117295,1,1,0,0,0,0,0,0
1770,116465,3,0,3,0,3,0,3,0
1770,114246,1,0,0,0,1,0,0,0
1770,116004,3,0,0,3,3,0,3,0
1770,112841,1,0,0,0,0,1,0,0
1770,116679,2,0,0,0,0,0,2,2
1770,116719,1,0,0,0,0,1,0,0
1770,116540,1,1,0,0,0,0,0,0
1771,117274,1,1,0,0,0,0,0,0
1771,117290,1,1,0,0,0,0,0,0
1771,116109,1,0,0,0,0,1,0,0
1771,117248,1,1,0,0,0,0,0,0
1771,115728,1,0,0,0,0,1,0,0
1771,115624,4,4,4,0,4,4,0,0
1771,116781,1,0,0,1,0,0,0,0
1771,117285,1,1,0,0,0,0,0,0
1771,117287,2,0,0,2,0,0,0,2
1771,116239,1,1,0,0,0,0,0,0
1771,116963,1,0,0,0,0,1,0,0
1772,117147,1,0,0,0,0,1,0,0
1772,115413,2,0,0,0,2,0,0,2
1772,116574,1,0,1,0,0,0,0,0
1772,116982,1,0,0,1,0,0,0,0
1772,116608,6,6,6,0,6,6,6,6
1772,114079,3,3,0,0,3,0,3,0
1772,116502,1,0,0,0,0,1,0,0
1772,116122,1,0,1,0,0,0,0,0
1772,116880,5,5,5,0,0,5,5,5
1772,117099,1,1,0,0,0,0,0,0
1772,116527,2,0,0,2,0,2,0,0
1772,116538,3,0,3,3,0,0,0,3
1772,116518,2,0,2,0,0,0,2,0
1773,113436,3,3,0,0,0,3,0,3
1773,116819,1,0,1,0,0,0,0,0
1773,117216,1,0,0,0,0,1,0,0
1773,111576,1,0,0,0,0,0,1,0
1773,116885,2,2,0,0,0,0,2,0
1773,112681,1,0,1,0,0,0,0,0
1773,117111,1,1,0,0,0,0,0,0
1773,116264,3,3,3,0,0,0,3,0
1773,116973,1,1,0,0,0,0,0,0
1773,116355,1,0,0,0,0,0,0,1
1773,115597,1,0,0,0,0,0,0,1
1773,116098,3,0,0,3,0,3,0,3
1773,116292,1,0,0,0,0,1,0,0
1773,115623,1,0,0,0,0,0,0,1
1774,116717,1,0,0,0,0,0,0,1
1774,116316,3,0,0,3,3,3,0,0
1774,112899,1,0,0,0,0,0,0,1
1774,117174,1,1,0,0,0,0,0,0
1774,114128,1,0,0,0,0,0,0,1
1774,115301,1,0,0,0,1,0,0,0
1774,116009,2,2,0,0,0,0,2,0
1774,112800,3,0,0,3,3,0,3,0
1774,115291,4,4,4,4,0,4,0,0
1775,116276,2,2,0,0,2,0,0,0
1775,116126,2,2,2,0,0,0,0,0
1775,117166,1,0,0,0,0,0,1,0
1775,117096,1,0,0,0,0,1,0,0
1775,116325,1,0,0,1,0,0,0,0
1775,116808,1,0,0,0,0,1,0,0
1775,116046,1,1,0,0,0,0,0,0
1775,117149,1,1,0,0,0,0,0,0
1775,115098,3,0,0,3,3,3,0,0
1775,117092,1,1,0,0,0,0,0,0
1775,115946,1,0,1,0,0,0,0,0
1775,117165,1,1,0,0,0,0,0,0
1776,114388,1,0,0,0,0,1,0,0
1776,116215,1,0,0,0,0,0,1,0
1776,116235,4,4,4,0,0,4,4,0
1776,116537,1,0,0,0,0,1,0,0
1776,117015,7,7,7,7,7,7,7,7
1776,115142,1,0,0,0,0,1,0,0
1776,114588,1,0,1,0,0,0,0,0
1776,115509,2,0,0,0,0,0,2,2
1776,116979,1,1,0,0,0,0,0,0
1776,116468,3,0,3,0,3,0,3,0
1776,114857,3,0,0,3,3,3,0,0
1776,115901,3,0,0,3,3,0,3,0
1776,116268,1,0,0,0,0,0,1,0
1776,115281,1,0,0,0,0,0,1,0
1777,116351,1,0,0,0,0,1,0,0
1777,116322,1,0,0,0,0,0,1,0
1777,117125,1,1,0,0,0,0,0,0
1777,115424,3,0,0,3,0,3,0,3
1777,116190,1,0,0,0,0,1,0,0
1777,116198,1,0,0,0,1,0,0,0
1777,115558,4,4,0,0,4,4,4,0
1777,116099,3,0,0,3,3,0,0,3
1777,113124,1,0,0,0,1,0,0,0
1777,116494,3,3,3,0,0,0,3,0
1777,116526,1,1,0,0,0,0,0,0
1777,117093,3,3,0,0,3,3,0,0
1778,115759,1,0,0,1,0,0,0,0
1778,115928,1,0,0,0,0,1,0,0
1778,114927,1,0,0,0,0,0,1,0
1778,116878,1,1,0,0,0,0,0,0
1778,115688,1,1,0,0,0,0,0,0
1778,117035,1,1,0,0,0,0,0,0
1778,116366,3,0,3,3,0,0,3,0
1778,113483,1,0,0,1,0,0,0,0
1778,115442,3,3,0,0,3,0,3,0
1778,116671,1,1,0,0,0,0,0,0
1778,116955,6,6,6,0,6,6,6,6
1778,116029,2,2,2,0,0,0,0,0
1778,115369,1,0,0,1,0,0,0,0
1779,116617,1,0,0,0,0,1,0,0
1779,115375,1,0,0,0,1,0,0,0
1779,117053,2,0,2,0,0,0,2,0
1779,113870,4,0,0,4,4,4,4,0
1779,116062,4,4,4,0,0,0,4,4
1779,115769,3,3,0,0,3,0,3,0
1779,116431,1,0,0,1,0,0,0,0
1779,116365,1,0,0,0,0,0,1,0
1779,116224,1,0,0,0,0,1,0,0
1779,115030,3,0,3,3,0,0,0,3
1779,115213,1,0,0,1,0,0,0,0
1779,116763,7,7,7,7,7,7,7,7
1779,116766,1,1,0,0,0,0,0,0
1780,115810,3,3,3,0,0,0,3,0
